Sno,Date,Province/State,Country,Last Update,Confirmed,Deaths,Recovered
1,01/22/2020,Anhui,China,01/22/2020 12:00:00,1,0,0
2,01/22/2020,Beijing,China,01/22/2020 12:00:00,14,0,0
3,01/22/2020,Chongqing,China,01/22/2020 12:00:00,6,0,0
4,01/22/2020,Fujian,China,01/22/2020 12:00:00,1,0,0
5,01/22/2020,Gansu,China,01/22/2020 12:00:00,0,0,0
6,01/22/2020,Guangdong,China,01/22/2020 12:00:00,26,0,0
7,01/22/2020,Guangxi,China,01/22/2020 12:00:00,2,0,0
8,01/22/2020,Guizhou,China,01/22/2020 12:00:00,1,0,0
9,01/22/2020,Hainan,China,01/22/2020 12:00:00,4,0,0
10,01/22/2020,Hebei,China,01/22/2020 12:00:00,1,0,0
11,01/22/2020,Heilongjiang,China,01/22/2020 12:00:00,0,0,0
12,01/22/2020,Henan,China,01/22/2020 12:00:00,5,0,0
13,01/22/2020,Hong Kong,China,01/22/2020 12:00:00,0,0,0
14,01/22/2020,Hubei,China,01/22/2020 12:00:00,444,0,0
15,01/22/2020,Hunan,China,01/22/2020 12:00:00,4,0,0
16,01/22/2020,Inner Mongolia,China,01/22/2020 12:00:00,0,0,0
17,01/22/2020,Jiangsu,China,01/22/2020 12:00:00,1,0,0
18,01/22/2020,Jiangxi,China,01/22/2020 12:00:00,2,0,0
19,01/22/2020,Jilin,China,01/22/2020 12:00:00,0,0,0
20,01/22/2020,Liaoning,China,01/22/2020 12:00:00,2,0,0
21,01/22/2020,Macau,China,01/22/2020 12:00:00,1,0,0
22,01/22/2020,Ningxia,China,01/22/2020 12:00:00,1,0,0
23,01/22/2020,Qinghai,China,01/22/2020 12:00:00,0,0,0
24,01/22/2020,Shaanxi,China,01/22/2020 12:00:00,0,0,0
25,01/22/2020,Shandong,China,01/22/2020 12:00:00,2,0,0
26,01/22/2020,Shanghai,China,01/22/2020 12:00:00,9,0,0
27,01/22/2020,Shanxi,China,01/22/2020 12:00:00,1,0,0
28,01/22/2020,Sichuan,China,01/22/2020 12:00:00,5,0,0
29,01/22/2020,Taiwan,China,01/22/2020 12:00:00,1,0,0
30,01/22/2020,Tianjin,China,01/22/2020 12:00:00,4,0,0
31,01/22/2020,Tibet,China,01/22/2020 12:00:00,0,0,0
32,01/22/2020,Washington,US,01/22/2020 12:00:00,1,0,0
33,01/22/2020,Xinjiang,China,01/22/2020 12:00:00,0,0,0
34,01/22/2020,Yunnan,China,01/22/2020 12:00:00,1,0,0
35,01/22/2020,Zhejiang,China,01/22/2020 12:00:00,10,0,0
36,01/22/2020,,Japan,01/22/2020 12:00:00,2,0,0
37,01/22/2020,,Thailand,01/22/2020 12:00:00,2,0,0
38,01/22/2020,,South Korea,01/22/2020 12:00:00,1,0,0
39,01/23/2020,Anhui,Mainland China,01/23/2020 12:00:00,9,0,0
40,01/23/2020,Beijing,Mainland China,01/23/2020 12:00:00,22,0,0
41,01/23/2020,Chongqing,Mainland China,01/23/2020 12:00:00,9,0,0
42,01/23/2020,Fujian,Mainland China,01/23/2020 12:00:00,5,0,0
43,01/23/2020,Gansu,Mainland China,01/23/2020 12:00:00,2,0,0
44,01/23/2020,Guangdong,Mainland China,01/23/2020 12:00:00,32,0,2
45,01/23/2020,Guangxi,Mainland China,01/23/2020 12:00:00,5,0,0
46,01/23/2020,Guizhou,Mainland China,01/23/2020 12:00:00,3,0,0
47,01/23/2020,Hainan,Mainland China,01/23/2020 12:00:00,5,0,0
48,01/23/2020,Hebei,Mainland China,01/23/2020 12:00:00,1,1,0
49,01/23/2020,Heilongjiang,Mainland China,01/23/2020 12:00:00,2,0,0
50,01/23/2020,Henan,Mainland China,01/23/2020 12:00:00,5,0,0
51,01/23/2020,Hong Kong,Hong Kong,01/23/2020 12:00:00,2,0,0
52,01/23/2020,Hubei,Mainland China,01/23/2020 12:00:00,444,17,28
53,01/23/2020,Hunan,Mainland China,01/23/2020 12:00:00,9,0,0
54,01/23/2020,Inner Mongolia,Mainland China,01/23/2020 12:00:00,0,0,0
55,01/23/2020,Jiangsu,Mainland China,01/23/2020 12:00:00,5,0,0
56,01/23/2020,Jiangxi,Mainland China,01/23/2020 12:00:00,7,0,0
57,01/23/2020,Jilin,Mainland China,01/23/2020 12:00:00,1,0,0
58,01/23/2020,Liaoning,Mainland China,01/23/2020 12:00:00,3,0,0
59,01/23/2020,Macau,Macau,01/23/2020 12:00:00,2,0,0
60,01/23/2020,Ningxia,Mainland China,01/23/2020 12:00:00,1,0,0
61,01/23/2020,Qinghai,Mainland China,01/23/2020 12:00:00,0,0,0
62,01/23/2020,Shaanxi,Mainland China,01/23/2020 12:00:00,3,0,0
63,01/23/2020,Shandong,Mainland China,01/23/2020 12:00:00,6,0,0
64,01/23/2020,Shanghai,Mainland China,01/23/2020 12:00:00,16,0,0
65,01/23/2020,Shanxi,Mainland China,01/23/2020 12:00:00,1,0,0
66,01/23/2020,Sichuan,Mainland China,01/23/2020 12:00:00,8,0,0
67,01/23/2020,Taiwan,Taiwan,01/23/2020 12:00:00,1,0,0
68,01/23/2020,Tianjin,Mainland China,01/23/2020 12:00:00,4,0,0
69,01/23/2020,Tibet,Mainland China,01/23/2020 12:00:00,0,0,0
70,01/23/2020,Washington,US,01/23/2020 12:00:00,1,0,0
71,01/23/2020,Xinjiang,Mainland China,01/23/2020 12:00:00,2,0,0
72,01/23/2020,Yunnan,Mainland China,01/23/2020 12:00:00,2,0,0
73,01/23/2020,Zhejiang,Mainland China,01/23/2020 12:00:00,27,0,0
74,01/23/2020,,Japan,01/23/2020 12:00:00,1,0,0
75,01/23/2020,,Thailand,01/23/2020 12:00:00,3,0,0
76,01/23/2020,,South Korea,01/23/2020 12:00:00,1,0,0
77,01/23/2020,,Singapore,01/23/2020 12:00:00,1,0,0
78,01/23/2020,,Philippines,01/23/2020 12:00:00,0,0,0
79,01/23/2020,,Malaysia,01/23/2020 12:00:00,0,0,0
80,01/23/2020,,Vietnam,01/23/2020 12:00:00,2,0,0
81,01/23/2020,,Australia,01/23/2020 12:00:00,0,0,0
82,01/23/2020,,Mexico,01/23/2020 12:00:00,0,0,0
83,01/23/2020,,Brazil,01/23/2020 12:00:00,0,0,0
84,01/24/2020,Hubei,Mainland China,01/24/2020 12:00:00,549,24,31
85,01/24/2020,Guangdong,Mainland China,01/24/2020 12:00:00,53,0,2
86,01/24/2020,Zhejiang,Mainland China,01/24/2020 12:00:00,43,0,1
87,01/24/2020,Beijing,Mainland China,01/24/2020 12:00:00,36,0,1
88,01/24/2020,Chongqing,Mainland China,01/24/2020 12:00:00,27,0,0
89,01/24/2020,Hunan,Mainland China,01/24/2020 12:00:00,24,0,0
90,01/24/2020,Guangxi,Mainland China,01/24/2020 12:00:00,23,0,0
91,01/24/2020,Shanghai,Mainland China,01/24/2020 12:00:00,20,0,1
92,01/24/2020,Jiangxi,Mainland China,01/24/2020 12:00:00,18,0,0
93,01/24/2020,Sichuan,Mainland China,01/24/2020 12:00:00,15,0,0
94,01/24/2020,Shandong,Mainland China,01/24/2020 12:00:00,15,0,0
95,01/24/2020,Anhui,Mainland China,01/24/2020 12:00:00,15,0,0
96,01/24/2020,Fujian,Mainland China,01/24/2020 12:00:00,10,0,0
97,01/24/2020,Henan,Mainland China,01/24/2020 12:00:00,9,0,0
98,01/24/2020,Jiangsu,Mainland China,01/24/2020 12:00:00,9,0,0
99,01/24/2020,Hainan,Mainland China,01/24/2020 12:00:00,8,0,0
100,01/24/2020,Tianjin,Mainland China,01/24/2020 12:00:00,8,0,0
101,01/24/2020,Yunnan,Mainland China,01/24/2020 12:00:00,5,0,0
102,01/24/2020,Shaanxi,Mainland China,01/24/2020 12:00:00,5,0,0
103,01/24/2020,Heilongjiang,Mainland China,01/24/2020 12:00:00,4,1,0
104,01/24/2020,Liaoning,Mainland China,01/24/2020 12:00:00,4,0,0
105,01/24/2020,Guizhou,Mainland China,01/24/2020 12:00:00,3,0,0
106,01/24/2020,Jilin,Mainland China,01/24/2020 12:00:00,3,0,0
107,01/24/2020,Taiwan,Taiwan,01/24/2020 12:00:00,3,0,0
108,01/24/2020,Ningxia,Mainland China,01/24/2020 12:00:00,2,0,0
109,01/24/2020,Hong Kong,Hong Kong,01/24/2020 12:00:00,2,0,0
110,01/24/2020,Macau,Macau,01/24/2020 12:00:00,2,0,0
111,01/24/2020,Hebei,Mainland China,01/24/2020 12:00:00,2,1,0
112,01/24/2020,Gansu,Mainland China,01/24/2020 12:00:00,2,0,0
113,01/24/2020,Xinjiang,Mainland China,01/24/2020 12:00:00,2,0,0
114,01/24/2020,Shanxi,Mainland China,01/24/2020 12:00:00,1,0,0
115,01/24/2020,Inner Mongolia,Mainland China,01/24/2020 12:00:00,1,0,0
116,01/24/2020,Qinghai,Mainland China,01/24/2020 12:00:00,0,0,0
117,01/24/2020,Washington,US,01/24/2020 12:00:00,1,0,0
118,01/24/2020,Chicago,US,01/24/2020 12:00:00,1,0,0
119,01/24/2020,,Japan,01/24/2020 12:00:00,2,0,0
120,01/24/2020,,Thailand,01/24/2020 12:00:00,5,0,0
121,01/24/2020,,South Korea,01/24/2020 12:00:00,2,0,0
122,01/24/2020,,Singapore,01/24/2020 12:00:00,3,0,0
123,01/24/2020,,Vietnam,01/24/2020 12:00:00,2,0,0
124,01/24/2020,,France,01/24/2020 16:00:00,2,0,0
125,01/25/2020,Hubei,Mainland China,01/25/2020 22:00:00,1052,52,42
126,01/25/2020,Zhejiang,Mainland China,01/25/2020 22:00:00,104,0,1
127,01/25/2020,Guangdong,Mainland China,01/25/2020 12:00:00,98,0,2
128,01/25/2020,Henan,Mainland China,01/25/2020 12:00:00,83,1,0
129,01/25/2020,Chongqing,Mainland China,01/25/2020 12:00:00,75,0,0
130,01/25/2020,Hunan,Mainland China,01/25/2020 12:00:00,69,0,0
131,01/25/2020,Anhui,Mainland China,01/25/2020 12:00:00,60,0,0
132,01/25/2020,Beijing,Mainland China,01/25/2020 12:00:00,51,0,2
133,01/25/2020,Sichuan,Mainland China,01/25/2020 12:00:00,44,0,0
134,01/25/2020,Shanghai,Mainland China,01/25/2020 12:00:00,40,1,1
135,01/25/2020,Shandong,Mainland China,01/25/2020 12:00:00,39,0,0
136,01/25/2020,Jiangxi,Mainland China,01/25/2020 12:00:00,36,0,0
137,01/25/2020,Guangxi,Mainland China,01/25/2020 12:00:00,33,0,0
138,01/25/2020,Jiangsu,Mainland China,01/25/2020 12:00:00,31,0,1
139,01/25/2020,Hainan,Mainland China,01/25/2020 12:00:00,19,0,0
140,01/25/2020,Liaoning,Mainland China,01/25/2020 12:00:00,19,0,0
141,01/25/2020,Fujian,Mainland China,01/25/2020 12:00:00,18,1,0
142,01/25/2020,Heilongjiang,Mainland China,01/25/2020 12:00:00,15,0,0
143,01/25/2020,Shaanxi,Mainland China,01/25/2020 12:00:00,15,0,0
144,01/25/2020,Tianjin,Mainland China,01/25/2020 12:00:00,13,0,0
145,01/25/2020,Hebei,Mainland China,01/25/2020 12:00:00,13,1,0
146,01/25/2020,Yunnan,Mainland China,01/25/2020 12:00:00,11,0,0
147,01/25/2020,Shanxi,Mainland China,01/25/2020 12:00:00,9,0,0
148,01/25/2020,Inner Mongolia,Mainland China,01/25/2020 12:00:00,7,0,0
149,01/25/2020,Gansu,Mainland China,01/25/2020 12:00:00,7,0,0
150,01/25/2020,Guizhou,Mainland China,01/25/2020 12:00:00,5,0,0
151,01/25/2020,Hong Kong,Hong Kong,01/25/2020 12:00:00,5,0,0
152,01/25/2020,Ningxia,Mainland China,01/25/2020 12:00:00,4,0,0
153,01/25/2020,Jilin,Mainland China,01/25/2020 12:00:00,4,0,0
154,01/25/2020,Xinjiang,Mainland China,01/25/2020 12:00:00,4,0,0
155,01/25/2020,Taiwan,Taiwan,01/25/2020 12:00:00,3,0,0
156,01/25/2020,Macau,Macau,01/25/2020 12:00:00,2,0,0
157,01/25/2020,Qinghai,Mainland China,01/25/2020 12:00:00,1,0,0
158,01/25/2020,Washington,US,01/25/2020 12:00:00,1,0,0
159,01/25/2020,Illinois,US,01/25/2020 12:00:00,1,0,0
160,01/25/2020,,Japan,01/25/2020 12:00:00,2,0,0
161,01/25/2020,,Thailand,01/25/2020 12:00:00,7,0,0
162,01/25/2020,,South Korea,01/25/2020 12:00:00,3,0,0
163,01/25/2020,,Singapore,01/25/2020 12:00:00,3,0,0
164,01/25/2020,,Vietnam,01/25/2020 12:00:00,2,0,0
165,01/25/2020,,France,01/25/2020 12:00:00,3,0,0
166,01/25/2020,,Australia,01/25/2020 12:00:00,4,0,0
167,01/25/2020,,Nepal,01/25/2020 12:00:00,1,0,0
168,01/25/2020,,Malaysia,01/25/2020 12:00:00,3,0,0
169,01/26/2020,Hubei,Mainland China,01/26/2020 23:00:00,1423,76,44
170,01/26/2020,Guangdong,Mainland China,01/26/2020 23:00:00,146,0,2
171,01/26/2020,Zhejiang,Mainland China,01/26/2020 23:00:00,128,0,1
172,01/26/2020,Henan,Mainland China,01/26/2020 23:00:00,128,1,0
173,01/26/2020,Chongqing,Mainland China,01/26/2020 23:00:00,110,0,0
174,01/26/2020,Hunan,Mainland China,01/26/2020 23:00:00,100,0,0
175,01/26/2020,Anhui,Mainland China,01/26/2020 23:00:00,70,0,0
176,01/26/2020,Sichuan,Mainland China,01/26/2020 23:00:00,69,0,0
177,01/26/2020,Beijing,Mainland China,01/26/2020 23:00:00,68,0,2
178,01/26/2020,Shandong,Mainland China,01/26/2020 23:00:00,63,0,0
179,01/26/2020,Shanghai,Mainland China,01/26/2020 23:00:00,53,1,1
180,01/26/2020,Jiangxi,Mainland China,01/26/2020 23:00:00,48,0,0
181,01/26/2020,Jiangsu,Mainland China,01/26/2020 23:00:00,47,0,1
182,01/26/2020,Guangxi,Mainland China,01/26/2020 23:00:00,46,0,0
183,01/26/2020,Fujian,Mainland China,01/26/2020 23:00:00,35,0,0
184,01/26/2020,Liaoning,Mainland China,01/26/2020 23:00:00,23,0,0
185,01/26/2020,Hainan,Mainland China,01/26/2020 23:00:00,22,0,0
186,01/26/2020,Shaanxi,Mainland China,01/26/2020 23:00:00,22,0,0
187,01/26/2020,Heilongjiang,Mainland China,01/26/2020 23:00:00,21,1,0
188,01/26/2020,Yunnan,Mainland China,01/26/2020 23:00:00,19,0,0
189,01/26/2020,Hebei,Mainland China,01/26/2020 23:00:00,18,1,0
190,01/26/2020,Tianjin,Mainland China,01/26/2020 23:00:00,14,0,0
191,01/26/2020,Gansu,Mainland China,01/26/2020 23:00:00,14,0,0
192,01/26/2020,Shanxi,Mainland China,01/26/2020 23:00:00,13,0,0
193,01/26/2020,Inner Mongolia,Mainland China,01/26/2020 23:00:00,11,0,0
194,01/26/2020,Hong Kong,Hong Kong,01/26/2020 23:00:00,8,0,0
195,01/26/2020,Guizhou,Mainland China,01/26/2020 23:00:00,7,0,0
196,01/26/2020,Jilin,Mainland China,01/26/2020 23:00:00,6,0,0
197,01/26/2020,Macau,Macau,01/26/2020 23:00:00,6,0,0
198,01/26/2020,Xinjiang,Mainland China,01/26/2020 23:00:00,5,0,0
199,01/26/2020,Ningxia,Mainland China,01/26/2020 23:00:00,4,0,0
200,01/26/2020,Taiwan,Taiwan,01/26/2020 23:00:00,4,0,0
201,01/26/2020,Qinghai,Mainland China,01/26/2020 23:00:00,4,0,0
202,01/26/2020,Washington,US,01/26/2020 23:00:00,1,0,0
203,01/26/2020,Illinois,US,01/26/2020 23:00:00,1,0,0
204,01/26/2020,California,US,01/26/2020 23:00:00,2,0,0
205,01/26/2020,Arizona,US,01/26/2020 23:00:00,1,0,0
206,01/26/2020,,Japan,01/26/2020 23:00:00,4,0,1
207,01/26/2020,,Thailand,01/26/2020 23:00:00,8,0,2
208,01/26/2020,,South Korea,01/26/2020 23:00:00,3,0,0
209,01/26/2020,,Singapore,01/26/2020 23:00:00,4,0,0
210,01/26/2020,,Vietnam,01/26/2020 23:00:00,2,0,0
211,01/26/2020,,France,01/26/2020 23:00:00,3,0,0
212,01/26/2020,,Australia,01/26/2020 23:00:00,4,0,0
213,01/26/2020,,Nepal,01/26/2020 23:00:00,1,0,0
214,01/26/2020,,Malaysia,01/26/2020 23:00:00,4,0,0
215,01/26/2020,Ontario,Canada,01/26/2020 23:00:00,1,0,0
216,01/27/2020,Hubei,Mainland China,01/27/2020 20:30:00,2714,100,47
217,01/27/2020,Zhejiang,Mainland China,01/27/2020 20:30:00,173,0,1
218,01/27/2020,Henan,Mainland China,01/27/2020 20:30:00,168,1,0
219,01/27/2020,Guangdong,Mainland China,01/27/2020 20:30:00,151,0,4
220,01/27/2020,Chongqing,Mainland China,01/27/2020 20:30:00,132,0,0
221,01/27/2020,Anhui,Mainland China,01/27/2020 20:30:00,106,0,0
222,01/27/2020,Hunan,Mainland China,01/27/2020 20:30:00,100,0,0
223,01/27/2020,Sichuan,Mainland China,01/27/2020 20:30:00,90,0,0
224,01/27/2020,Shandong,Mainland China,01/27/2020 20:30:00,87,1,0
225,01/27/2020,Beijing,Mainland China,01/27/2020 20:30:00,80,1,2
226,01/27/2020,Jiangxi,Mainland China,01/27/2020 20:30:00,72,0,2
227,01/27/2020,Jiangsu,Mainland China,01/27/2020 20:30:00,70,0,1
228,01/27/2020,Shanghai,Mainland China,01/27/2020 20:30:00,66,1,3
229,01/27/2020,Fujian,Mainland China,01/27/2020 20:30:00,59,0,0
230,01/27/2020,Guangxi,Mainland China,01/27/2020 20:30:00,51,0,0
231,01/27/2020,Shaanxi,Mainland China,01/27/2020 20:30:00,35,0,0
232,01/27/2020,Hainan,Mainland China,01/27/2020 20:30:00,33,1,0
233,01/27/2020,Hebei,Mainland China,01/27/2020 20:30:00,33,1,0
234,01/27/2020,Heilongjiang,Mainland China,01/27/2020 20:30:00,30,1,0
235,01/27/2020,Liaoning,Mainland China,01/27/2020 20:30:00,27,0,0
236,01/27/2020,Yunnan,Mainland China,01/27/2020 20:30:00,26,0,0
237,01/27/2020,Tianjin,Mainland China,01/27/2020 20:30:00,23,0,0
238,01/27/2020,Shanxi,Mainland China,01/27/2020 20:30:00,20,0,0
239,01/27/2020,Gansu,Mainland China,01/27/2020 20:30:00,19,0,0
240,01/27/2020,Inner Mongolia,Mainland China,01/27/2020 20:30:00,11,0,0
241,01/27/2020,Guizhou,Mainland China,01/27/2020 20:30:00,9,0,0
242,01/27/2020,Hong Kong,Hong Kong,01/27/2020 20:30:00,8,0,0
243,01/27/2020,Ningxia,Mainland China,01/27/2020 20:30:00,7,0,0
244,01/27/2020,Jilin,Mainland China,01/27/2020 20:30:00,6,0,0
245,01/27/2020,Macau,Macau,01/27/2020 20:30:00,6,0,0
246,01/27/2020,Qinghai,Mainland China,01/27/2020 20:30:00,6,0,0
247,01/27/2020,Taiwan,Taiwan,01/27/2020 20:30:00,5,0,0
248,01/27/2020,Xinjiang,Mainland China,01/27/2020 20:30:00,5,0,0
249,01/27/2020,Washington,US,01/27/2020 20:30:00,1,0,0
250,01/27/2020,Illinois,US,01/27/2020 20:30:00,1,0,0
251,01/27/2020,California,US,01/27/2020 20:30:00,2,0,0
252,01/27/2020,Arizona,US,01/27/2020 20:30:00,1,0,0
253,01/27/2020,,Japan,01/27/2020 20:30:00,4,0,1
254,01/27/2020,,Thailand,01/27/2020 20:30:00,8,0,2
255,01/27/2020,,South Korea,01/27/2020 20:30:00,4,0,0
256,01/27/2020,,Singapore,01/27/2020 20:30:00,5,0,0
257,01/27/2020,,Vietnam,01/27/2020 20:30:00,2,0,0
258,01/27/2020,,France,01/27/2020 20:30:00,3,0,0
259,01/27/2020,,Nepal,01/27/2020 20:30:00,1,0,0
260,01/27/2020,,Malaysia,01/27/2020 20:30:00,4,0,0
261,01/27/2020,Ontario,Canada,01/27/2020 20:30:00,1,0,0
262,01/27/2020,,Cambodia,01/27/2020 20:30:00,1,0,0
263,01/27/2020,,Sri Lanka,01/27/2020 20:30:00,1,0,0
264,01/27/2020,,Ivory Coast,01/27/2020 20:30:00,0,0,0
265,01/27/2020,New South Wales,Australia,01/27/2020 20:30:00,4,0,0
266,01/27/2020,Victoria,Australia,01/27/2020 20:30:00,1,0,0
267,01/27/2020,Bavaria,Germany,01/27/2020 20:30:00,1,0,0
268,01/28/2020,Hubei,Mainland China,01/28/2020 23:00:00,3554,125,80
269,01/28/2020,Zhejiang,Mainland China,01/28/2020 23:00:00,296,0,3
270,01/28/2020,Guangdong,Mainland China,01/28/2020 23:00:00,241,0,5
271,01/28/2020,Hunan,Mainland China,01/28/2020 23:00:00,221,0,0
272,01/28/2020,Henan,Mainland China,01/28/2020 23:00:00,206,2,1
273,01/28/2020,Anhui,Mainland China,01/28/2020 23:00:00,152,0,0
274,01/28/2020,Chongqing,Mainland China,01/28/2020 23:00:00,147,0,1
275,01/28/2020,Shandong,Mainland China,01/28/2020 23:00:00,121,0,0
276,01/28/2020,Jiangxi,Mainland China,01/28/2020 23:00:00,109,0,3
277,01/28/2020,Sichuan,Mainland China,01/28/2020 23:00:00,108,0,0
278,01/28/2020,Jiangsu,Mainland China,01/28/2020 23:00:00,99,0,1
279,01/28/2020,Beijing,Mainland China,01/28/2020 23:00:00,91,1,4
280,01/28/2020,Fujian,Mainland China,01/28/2020 23:00:00,82,0,0
281,01/28/2020,Shanghai,Mainland China,01/28/2020 23:00:00,80,1,4
282,01/28/2020,Guangxi,Mainland China,01/28/2020 23:00:00,58,0,2
283,01/28/2020,Shaanxi,Mainland China,01/28/2020 23:00:00,56,0,0
284,01/28/2020,Hebei,Mainland China,01/28/2020 23:00:00,48,1,0
285,01/28/2020,Yunnan,Mainland China,01/28/2020 23:00:00,44,0,0
286,01/28/2020,Hainan,Mainland China,01/28/2020 23:00:00,43,1,0
287,01/28/2020,Heilongjiang,Mainland China,01/28/2020 23:00:00,37,1,0
288,01/28/2020,Liaoning,Mainland China,01/28/2020 23:00:00,36,0,0
289,01/28/2020,Shanxi,Mainland China,01/28/2020 23:00:00,27,0,0
290,01/28/2020,Tianjin,Mainland China,01/28/2020 23:00:00,25,0,0
291,01/28/2020,Gansu,Mainland China,01/28/2020 23:00:00,24,0,0
292,01/28/2020,Inner Mongolia,Mainland China,01/28/2020 23:00:00,16,0,0
293,01/28/2020,Xinjiang,Mainland China,01/28/2020 23:00:00,13,0,0
294,01/28/2020,Ningxia,Mainland China,01/28/2020 23:00:00,12,0,0
295,01/28/2020,Guizhou,Mainland China,01/28/2020 23:00:00,9,0,0
296,01/28/2020,Jilin,Mainland China,01/28/2020 23:00:00,9,0,0
297,01/28/2020,Hong Kong,Hong Kong,01/28/2020 23:00:00,8,0,0
298,01/28/2020,Taiwan,Taiwan,01/28/2020 23:00:00,8,0,0
299,01/28/2020,Macau,Macau,01/28/2020 23:00:00,7,0,0
300,01/28/2020,Qinghai,Mainland China,01/28/2020 23:00:00,6,0,0
301,01/28/2020,Washington,US,01/28/2020 23:00:00,1,0,0
302,01/28/2020,Illinois,US,01/28/2020 23:00:00,1,0,0
303,01/28/2020,California,US,01/28/2020 23:00:00,2,0,0
304,01/28/2020,Arizona,US,01/28/2020 23:00:00,1,0,0
305,01/28/2020,,Japan,01/28/2020 23:00:00,7,0,1
306,01/28/2020,,Thailand,01/28/2020 23:00:00,14,0,5
307,01/28/2020,,South Korea,01/28/2020 23:00:00,4,0,0
308,01/28/2020,,Singapore,01/28/2020 23:00:00,7,0,0
309,01/28/2020,,Vietnam,01/28/2020 23:00:00,2,0,0
310,01/28/2020,,France,01/28/2020 23:00:00,4,0,0
311,01/28/2020,,Nepal,01/28/2020 23:00:00,1,0,0
312,01/28/2020,,Malaysia,01/28/2020 23:00:00,7,0,0
313,01/28/2020,Ontario,Canada,01/28/2020 23:00:00,1,0,0
314,01/28/2020,British Columbia,Canada,01/28/2020 23:00:00,1,0,0
315,01/28/2020,,Cambodia,01/28/2020 23:00:00,1,0,0
316,01/28/2020,,Sri Lanka,01/28/2020 23:00:00,1,0,0
317,01/28/2020,New South Wales,Australia,01/28/2020 23:00:00,4,0,0
318,01/28/2020,Victoria,Australia,01/28/2020 23:00:00,1,0,0
319,01/28/2020,Bavaria,Germany,01/28/2020 23:00:00,4,0,0
320,01/29/2020,Hubei,Mainland China,01/29/2020 21:00:00,4586,162,90
321,01/29/2020,Zhejiang,Mainland China,01/29/2020 21:00:00,428,0,4
322,01/29/2020,Guangdong,Mainland China,01/29/2020 21:00:00,311,0,6
323,01/29/2020,Henan,Mainland China,01/29/2020 21:00:00,278,2,2
324,01/29/2020,Hunan,Mainland China,01/29/2020 21:00:00,277,0,0
325,01/29/2020,Anhui,Mainland China,01/29/2020 21:00:00,200,0,2
326,01/29/2020,Chongqing,Mainland China,01/29/2020 21:00:00,165,0,1
327,01/29/2020,Jiangxi,Mainland China,01/29/2020 21:00:00,162,0,4
328,01/29/2020,Shandong,Mainland China,01/29/2020 21:00:00,145,0,1
329,01/29/2020,Sichuan,Mainland China,01/29/2020 21:00:00,142,1,1
330,01/29/2020,Jiangsu,Mainland China,01/29/2020 21:00:00,129,0,1
331,01/29/2020,Beijing,Mainland China,01/29/2020 21:00:00,111,1,4
332,01/29/2020,Shanghai,Mainland China,01/29/2020 21:00:00,101,1,5
333,01/29/2020,Fujian,Mainland China,01/29/2020 21:00:00,101,0,0
334,01/29/2020,Guangxi,Mainland China,01/29/2020 21:00:00,78,0,2
335,01/29/2020,Hebei,Mainland China,01/29/2020 21:00:00,65,1,0
336,01/29/2020,Shaanxi,Mainland China,01/29/2020 21:00:00,56,0,0
337,01/29/2020,Yunnan,Mainland China,01/29/2020 21:00:00,55,0,0
338,01/29/2020,Hainan,Mainland China,01/29/2020 21:00:00,43,1,0
339,01/29/2020,Heilongjiang,Mainland China,01/29/2020 21:00:00,43,1,0
340,01/29/2020,Liaoning,Mainland China,01/29/2020 21:00:00,39,0,1
341,01/29/2020,Shanxi,Mainland China,01/29/2020 21:00:00,35,0,1
342,01/29/2020,Tianjin,Mainland China,01/29/2020 21:00:00,27,0,0
343,01/29/2020,Gansu,Mainland China,01/29/2020 21:00:00,26,0,0
344,01/29/2020,Inner Mongolia,Mainland China,01/29/2020 21:00:00,16,0,0
345,01/29/2020,Jilin,Mainland China,01/29/2020 21:00:00,14,0,1
346,01/29/2020,Xinjiang,Mainland China,01/29/2020 21:00:00,14,0,0
347,01/29/2020,Guizhou,Mainland China,01/29/2020 21:00:00,12,0,1
348,01/29/2020,Ningxia,Mainland China,01/29/2020 21:00:00,12,0,0
349,01/29/2020,Hong Kong,Hong Kong,01/29/2020 21:00:00,10,0,0
350,01/29/2020,Taiwan,Taiwan,01/29/2020 21:00:00,8,0,0
351,01/29/2020,Macau,Macau,01/29/2020 21:00:00,7,0,0
352,01/29/2020,Qinghai,Mainland China,01/29/2020 21:00:00,6,0,0
353,01/29/2020,Tibet,Mainland China,01/29/2020 21:00:00,1,0,0
354,01/29/2020,Washington,US,01/29/2020 21:00:00,1,0,0
355,01/29/2020,Illinois,US,01/29/2020 21:00:00,1,0,0
356,01/29/2020,California,US,01/29/2020 21:00:00,2,0,0
357,01/29/2020,Arizona,US,01/29/2020 21:00:00,1,0,0
358,01/29/2020,,Japan,01/29/2020 21:00:00,11,0,1
359,01/29/2020,,Thailand,01/29/2020 21:00:00,14,0,5
360,01/29/2020,,South Korea,01/29/2020 21:00:00,4,0,0
361,01/29/2020,,Singapore,01/29/2020 21:00:00,10,0,0
362,01/29/2020,,Vietnam,01/29/2020 21:00:00,2,0,0
363,01/29/2020,,France,01/29/2020 21:00:00,5,0,0
364,01/29/2020,,Nepal,01/29/2020 21:00:00,1,0,0
365,01/29/2020,,Malaysia,01/29/2020 21:00:00,7,0,0
366,01/29/2020,Ontario,Canada,01/29/2020 21:00:00,2,0,0
367,01/29/2020,British Columbia,Canada,01/29/2020 21:00:00,1,0,0
